rank,player_name_raw,player_name_key,recommendation_season,league,team,source,source_id,model_setup,score,reason_summary,games,minutes,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,points_per_36,usage_proxy,ts_pct,efg_pct,fg_pct,three_pct,ft_pct,field_goal_attempts,three_point_attempts,free_throw_attempts,data_completeness_score,has_prior_cba_experience_before_t,prior_cba_seasons_before_t,prior_cba_last_seen_gap,has_previous_season_record,points_per_36_trend,usage_proxy_trend,ts_pct_trend,minutes_per_game_trend,height,weight,age,birth_year,birth_date,biodata_source,biodata_notes,position,country,last_affiliation,age_at_recommendation_season,official_player_url,official_stats_url,official_search_url,nba_stats_url,euroleague_profile_or_search_url,league_official_search_url,video_search_query,youtube_search_url,google_video_search_url,youtube_highlight_search_url,cba_video_search_query,is_current_recommendation_season,export_scope,input_dataset_used,season,source_id_playerseason,league_playerseason,nba_player_id,birthdate,school,season_exp,rosterstatus,biodata_match_confidence,biodata_match_method,cache_status,cached_at
40,Erik Stevenson,erikstevenson,2024-2025,G League,CCG,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3250033607621703,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,22.5,,,,,,,23.52,0.6529777777777778,0.612,,,,,,,,1.0,0,0,,1,5.959024390243901,0.1003924119241193,0.0619999999999999,2.0,,,,,,nba_api,,,,,,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Erik+Stevenson%22+basketball,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Erik+Stevenson%22+basketball,Erik Stevenson G League basketball highlights,https://www.youtube.com/results?search_query=Erik+Stevenson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Erik+Stevenson+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Erik+Stevenson+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2023-2024,gleague_nba_api,G League,,,,,,none,nba_static_players_name_key,no_confident_unique_match,2026-06-03T12:34:07.008106+00:00
41,Jules Bernard,julesbernard,2024-2025,G League,CLC,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3231307509537564,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,30.0,,,,,,,23.040000000000003,0.5882666666666667,0.639,,,,,,,,1.0,0,0,,1,1.174969325153377,0.0233586912065439,0.008,-2.6000000000000014,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1631262,https://www.nba.com/stats/player/1631262,https://www.google.com/search?q=%22Jules+Bernard%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1631262,,https://www.google.com/search?q=%22Jules+Bernard%22+%22G+League%22+official+basketball+stats,Jules Bernard G League basketball highlights,https://www.youtube.com/results?search_query=Jules+Bernard+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jules+Bernard+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Jules+Bernard+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2022-2023,gleague_nba_api,G League,1631262.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.011949+00:00
42,Drew Timme,drewtimme,2024-2025,G League,LIN,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3153425471759592,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,35.6,,,,,,,24.16853932584269,0.5541573033707864,0.681,,,,,,,,1.0,0,0,,1,8.591616248919614,0.1622342264477095,0.067,14.8,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1631166,https://www.nba.com/stats/player/1631166,https://www.google.com/search?q=%22Drew+Timme%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1631166,,https://www.google.com/search?q=%22Drew+Timme%22+%22G+League%22+official+basketball+stats,Drew Timme G League basketball highlights,https://www.youtube.com/results?search_query=Drew+Timme+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Drew+Timme+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Drew+Timme+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2023-2024,gleague_nba_api,G League,1631166.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.013972+00:00
43,Mason Jones,masonjones,2024-2025,G League,STO,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3127088237295657,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,36.0,,,,,,,23.5,0.59,0.663,,,,,,,,1.0,0,0,,1,6.202702702702702,0.1739039039039038,-0.0799999999999998,2.700000000000003,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630222,https://www.nba.com/stats/player/1630222,https://www.google.com/search?q=%22Mason+Jones%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630222,,https://www.google.com/search?q=%22Mason+Jones%22+%22G+League%22+official+basketball+stats,Mason Jones G League basketball highlights,https://www.youtube.com/results?search_query=Mason+Jones+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Mason+Jones+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Mason+Jones+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2021-2022,gleague_nba_api,G League,1630222.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.015977+00:00
44,David Johnson,davidjohnson,2024-2025,G League,MHU,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.31250691750746,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,25.5,,,,,,,23.294117647058822,0.5949803921568627,0.639,,,,,,,,1.0,0,0,,1,2.3667820069204133,0.0150495963091117,0.0869999999999999,-3.3999999999999986,,,,,,nba_api,,,,,,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22David+Johnson%22+basketball,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22David+Johnson%22+basketball,David Johnson G League basketball highlights,https://www.youtube.com/results?search_query=David+Johnson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=David+Johnson+G+League+basketball+highlights,https://www.youtube.com/results?search_query=David+Johnson+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2021-2022,gleague_nba_api,G League,,,,,,low,nba_static_players_name_key,no_confident_unique_match,2026-06-03T12:34:07.017981+00:00
45,Greg Brown III,gregbrown,2024-2025,G League,MXC,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3103043149773126,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,23.9,,,,,,,24.100418410041843,0.6266108786610879,0.629,,,,,,,,1.0,0,0,,1,-0.308672499049063,0.0375199695701787,-0.046,-2.5,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630535,https://www.nba.com/stats/player/1630535,https://www.google.com/search?q=%22Greg+Brown+III%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630535,,https://www.google.com/search?q=%22Greg+Brown+III%22+%22G+League%22+official+basketball+stats,Greg Brown III G League basketball highlights,https://www.youtube.com/results?search_query=Greg+Brown+III+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Greg+Brown+III+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Greg+Brown+III+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2016 - 2017,kaggle_49leagues,Brazilian-NBB,1630535.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.017981+00:00
46,Kevon Harris,kevonharris,2024-2025,G League,CPS,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3078710517478749,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,31.8,,,,,,,22.41509433962264,0.5942138364779874,0.601,,,,,,,,1.0,0,0,,1,1.915094339622641,0.1031027253668764,-0.041,3.0,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630284,https://www.nba.com/stats/player/1630284,https://www.google.com/search?q=%22Kevon+Harris%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630284,,https://www.google.com/search?q=%22Kevon+Harris%22+%22G+League%22+official+basketball+stats,Kevon Harris G League basketball highlights,https://www.youtube.com/results?search_query=Kevon+Harris+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Kevon+Harris+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Kevon+Harris+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2020-2021,gleague_nba_api,G League,1630284.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.021808+00:00
47,Jay Scrubb,jayscrubb,2024-2025,G League,MNE,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3078030555220987,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,24.7,,,,,,,23.319838056680165,0.6586234817813765,0.558,,,,,,,,1.0,0,0,,1,-2.327220766849248,-0.0322261914212377,-0.0219999999999999,-5.900000000000002,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630206,https://www.nba.com/stats/player/1630206,https://www.google.com/search?q=%22Jay+Scrubb%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630206,,https://www.google.com/search?q=%22Jay+Scrubb%22+%22G+League%22+official+basketball+stats,Jay Scrubb G League basketball highlights,https://www.youtube.com/results?search_query=Jay+Scrubb+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jay+Scrubb+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Jay+Scrubb+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2021-2022,gleague_nba_api,G League,1630206.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.023813+00:00
48,Jaelen House,jaelenhouse,2024-2025,G League,SDC,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3071190542145803,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,23.1,,,,,,,24.46753246753246,0.707012987012987,0.537,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Jaelen+House%22+basketball,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Jaelen+House%22+basketball,Jaelen House G League basketball highlights,https://www.youtube.com/results?search_query=Jaelen+House+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jaelen+House+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Jaelen+House+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,,,,,,none,nba_static_players_name_key,no_confident_unique_match,2026-06-03T12:34:07.027823+00:00
49,Bronny James,bronnyjames,2024-2025,G League,SBL,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3054556062032865,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,34.2,,,,,,,23.052631578947363,0.6461988304093567,0.588,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1642355,https://www.nba.com/stats/player/1642355,https://www.google.com/search?q=%22Bronny+James%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1642355,,https://www.google.com/search?q=%22Bronny+James%22+%22G+League%22+official+basketball+stats,Bronny James G League basketball highlights,https://www.youtube.com/results?search_query=Bronny+James+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Bronny+James+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Bronny+James+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,1642355.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.027823+00:00
50,Donovan Williams,donovanwilliams,2024-2025,G League,WES,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.3015356849704818,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,30.9,,,,,,,23.417475728155345,0.6163106796116505,0.601,,,,,,,,1.0,0,0,,1,-1.448503653287954,-0.0231394922096552,-0.0159999999999999,1.7999999999999972,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1631495,https://www.nba.com/stats/player/1631495,https://www.google.com/search?q=%22Donovan+Williams%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1631495,,https://www.google.com/search?q=%22Donovan+Williams%22+%22G+League%22+official+basketball+stats,Donovan Williams G League basketball highlights,https://www.youtube.com/results?search_query=Donovan+Williams+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Donovan+Williams+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Donovan+Williams+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2022-2023,gleague_nba_api,G League,1631495.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.027823+00:00
51,Reggie Perry,reggieperry,2024-2025,G League,GBO,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2962334265356716,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,27.5,,,,,,,23.301818181818184,0.6372363636363637,0.581,,,,,,,,1.0,0,0,,1,-3.600708893994096,-0.0544603872661634,-0.051,-0.1999999999999993,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1629617,https://www.nba.com/stats/player/1629617,https://www.google.com/search?q=%22Reggie+Perry%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1629617,,https://www.google.com/search?q=%22Reggie+Perry%22+%22G+League%22+official+basketball+stats,Reggie Perry G League basketball highlights,https://www.youtube.com/results?search_query=Reggie+Perry+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Reggie+Perry+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Reggie+Perry+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2020-2021,gleague_nba_api,G League,1629617.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.032221+00:00
52,Sterling Manley,sterlingmanley,2024-2025,G League,RCR,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.292520807834486,Returning-import candidate with prior CBA experience and strong source-league/pathway signal.,,,17.7,,,,,,,25.016949152542374,0.5712994350282486,0.693,,,,,,,,1.0,1,1,3.0,0,,,,,,,,,,nba_api,,,,,,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Sterling+Manley%22+basketball,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Sterling+Manley%22+basketball,Sterling Manley G League basketball highlights,https://www.youtube.com/results?search_query=Sterling+Manley+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Sterling+Manley+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Sterling+Manley+G+League+basketball+highlights,Sterling Manley CBA basketball highlights,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,,,,,,none,nba_static_players_name_key,no_confident_unique_match,2026-06-03T12:34:07.034226+00:00
53,Ousmane Dieng,ousmanedieng,2024-2025,G League,OKL,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.292350400332119,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,33.0,,,,,,,22.25454545454545,0.6207272727272726,0.622,,,,,,,,1.0,0,0,,1,2.6696397941680914,0.0431172098341907,0.037,1.1999999999999993,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1631172,https://www.nba.com/stats/player/1631172,https://www.google.com/search?q=%22Ousmane+Dieng%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1631172,,https://www.google.com/search?q=%22Ousmane+Dieng%22+%22G+League%22+official+basketball+stats,Ousmane Dieng G League basketball highlights,https://www.youtube.com/results?search_query=Ousmane+Dieng+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Ousmane+Dieng+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Ousmane+Dieng+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2022-2023,gleague_nba_api,G League,1631172.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.034226+00:00
54,Javonte Cooke,javontecooke,2024-2025,G League,OKL,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2905411916495415,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,27.3,,,,,,,21.890109890109887,0.6357509157509158,0.555,,,,,,,,1.0,0,0,,1,4.708291708291707,0.1485918248418249,-0.0259999999999999,-7.900000000000002,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1631451,https://www.nba.com/stats/player/1631451,https://www.google.com/search?q=%22Javonte+Cooke%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1631451,,https://www.google.com/search?q=%22Javonte+Cooke%22+%22G+League%22+official+basketball+stats,Javonte Cooke G League basketball highlights,https://www.youtube.com/results?search_query=Javonte+Cooke+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Javonte+Cooke+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Javonte+Cooke+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2022-2023,gleague_nba_api,G League,1631451.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.034226+00:00
55,Sir'Jabari Rice,sirjabaririce,2024-2025,G League,SBL,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.289779034401492,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,21.9,,,,,,,22.356164383561648,0.5687671232876713,0.666,,,,,,,,1.0,0,0,,1,5.740779768177035,0.0909390689890288,0.097,-0.2000000000000028,,,,,,nba_api,,,,,,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Sir%27Jabari+Rice%22+basketball,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Sir%27Jabari+Rice%22+basketball,Sir'Jabari Rice G League basketball highlights,https://www.youtube.com/results?search_query=Sir%27Jabari+Rice+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Sir%27Jabari+Rice+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Sir%27Jabari+Rice+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2023-2024,gleague_nba_api,G League,,,,,,none,nba_static_players_name_key,no_confident_unique_match,2026-06-03T12:34:07.034226+00:00
56,Isaac Jones,isaacjones,2024-2025,G League,STO,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2896725386262036,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,31.9,,,,,,,23.811912225705324,0.5815673981191224,0.648,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1642403,https://www.nba.com/stats/player/1642403,https://www.google.com/search?q=%22Isaac+Jones%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1642403,,https://www.google.com/search?q=%22Isaac+Jones%22+%22G+League%22+official+basketball+stats,Isaac Jones G League basketball highlights,https://www.youtube.com/results?search_query=Isaac+Jones+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Isaac+Jones+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Isaac+Jones+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,1642403.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.043817+00:00
57,Jahmir Young,jahmiryoung,2024-2025,G League,WCB,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.286474482017645,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,34.5,,,,,,,22.43478260869565,0.6476521739130435,0.553,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1642443,https://www.nba.com/stats/player/1642443,https://www.google.com/search?q=%22Jahmir+Young%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1642443,,https://www.google.com/search?q=%22Jahmir+Young%22+%22G+League%22+official+basketball+stats,Jahmir Young G League basketball highlights,https://www.youtube.com/results?search_query=Jahmir+Young+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jahmir+Young+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Jahmir+Young+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,1642443.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.043817+00:00
58,Craig Randall II,craigrandall,2024-2025,G League,RCR,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2858940146677325,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,33.6,,,,,,,22.82142857142857,0.6823809523809523,0.527,,,,,,,,1.0,0,0,,1,0.5056390977443606,0.0236675020885546,-0.001,-0.6000000000000014,,,,,,nba_api,,,,,,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Craig+Randall+II%22+basketball,,,https://www.google.com/search?q=site%3Anba.com%2Fstats+%22Craig+Randall+II%22+basketball,Craig Randall II G League basketball highlights,https://www.youtube.com/results?search_query=Craig+Randall+II+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Craig+Randall+II+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Craig+Randall+II+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2021-2022,gleague_nba_api,G League,,,,,,none,nba_static_players_name_key,no_confident_unique_match,2026-06-03T12:34:07.048924+00:00
59,T.J. Warren,tjwarren,2024-2025,G League,WES,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2841770555127352,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,36.2,,,,,,,22.57458563535912,0.5662983425414364,0.618,,,,,,,,1.0,0,0,,0,,,,,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/203933,https://www.nba.com/stats/player/203933,https://www.google.com/search?q=%22T.J.+Warren%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/203933,,https://www.google.com/search?q=%22T.J.+Warren%22+%22G+League%22+official+basketball+stats,T.J. Warren G League basketball highlights,https://www.youtube.com/results?search_query=T.J.+Warren+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=T.J.+Warren+G+League+basketball+highlights,https://www.youtube.com/results?search_query=T.J.+Warren+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2024-2025,gleague_nba_api,G League,203933.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.048924+00:00
60,Chris Livingston,chrislivingston,2024-2025,G League,WIS,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2823702817890787,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,28.6,,,,,,,22.657342657342657,0.5818181818181818,0.64,,,,,,,,1.0,0,0,,1,4.528771228771234,0.0573896103896104,0.1009999999999999,0.6000000000000014,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1641753,https://www.nba.com/stats/player/1641753,https://www.google.com/search?q=%22Chris+Livingston%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1641753,,https://www.google.com/search?q=%22Chris+Livingston%22+%22G+League%22+official+basketball+stats,Chris Livingston G League basketball highlights,https://www.youtube.com/results?search_query=Chris+Livingston+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Chris+Livingston+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Chris+Livingston+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2023-2024,gleague_nba_api,G League,1641753.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.050929+00:00
61,Killian Hayes,killianhayes,2024-2025,G League,LIN,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.28104856018576,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,33.3,,,,,,,22.486486486486488,0.6277477477477479,0.586,,,,,,,,1.0,0,0,,1,5.676264053926147,0.0966229646589325,-0.0033468161621923,7.924006941157906,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630165,https://www.nba.com/stats/player/1630165,https://www.google.com/search?q=%22Killian+Hayes%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630165,,https://www.google.com/search?q=%22Killian+Hayes%22+%22G+League%22+official+basketball+stats,Killian Hayes G League basketball highlights,https://www.youtube.com/results?search_query=Killian+Hayes+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Killian+Hayes+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Killian+Hayes+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2018 - 2019,kaggle_49leagues,French-Jeep-Elite,1630165.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.050929+00:00
62,Jay Huff,jayhuff,2024-2025,G League,MHU,gleague_nba_api,gleague_nba_api,common CBA source league pool + rule-based baseline,1.2809059851709783,High-ranked candidate from a common CBA source league with strong usage/scoring profile.,,,33.5,,,,,,,22.56716417910448,0.7223880597014926,0.52,,,,,,,,1.0,0,0,,1,-1.590730557737622,0.1408091123330714,-0.132,3.1000000000000014,,,,,,nba_api,,,,,,https://www.nba.com/stats/player/1630643,https://www.nba.com/stats/player/1630643,https://www.google.com/search?q=%22Jay+Huff%22+%22G+League%22+official+basketball+stats,https://www.nba.com/stats/player/1630643,,https://www.google.com/search?q=%22Jay+Huff%22+%22G+League%22+official+basketball+stats,Jay Huff G League basketball highlights,https://www.youtube.com/results?search_query=Jay+Huff+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jay+Huff+G+League+basketball+highlights,https://www.youtube.com/results?search_query=Jay+Huff+G+League+basketball+highlights,,True,latest_season_only,E:\Project cba\data\reports\context_feature_topk_predictions.csv,2021-2022,gleague_nba_api,G League,1630643.0,,,,,high,exact_player_name_key_unique,matched_static_only_commonplayerinfo_skipped_after_limit_or_failure,2026-06-03T12:34:07.055334+00:00
